location_area,property_location,total_price,area_sqft,price(sqft),face,outside_view,lat,long_,property_link
bhakrota, bhakrota,4749000.0,2317,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2317-sq-ft-plot-in-bhakrota/9801792
bhakrota, bhakrota,4712000.0,2299,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2299-sq-ft-plot-in-bhakrota/9801791
bhakrota, bhakrota,3864000.0,1885,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1885-sq-ft-plot-in-bhakrota/9801819
bhakrota, bhakrota,4823000.0,2353,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2353-sq-ft-plot-in-bhakrota/9801794
bhakrota, bhakrota,5045000.0,2461,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2461-sq-ft-plot-in-bhakrota/9801755
bhakrota, bhakrota,5414000.0,2641,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2641-sq-ft-plot-in-bhakrota/9801766
bhakrota, bhakrota,5266000.0,2569,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2569-sq-ft-plot-in-bhakrota/9801762
bhakrota, bhakrota,5709000.0,2785,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2785-sq-ft-plot-in-bhakrota/9801774
bhakrota, bhakrota,5561000.0,2713,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2713-sq-ft-plot-in-bhakrota/9801770
bhakrota, bhakrota,3236000.0,1579,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1579-sq-ft-plot-in-bhakrota/9800275
bhakrota, bhakrota,3532000.0,1723,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1723-sq-ft-plot-in-bhakrota/9800284
bhakrota, bhakrota,2129000.0,1039,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1039-sq-ft-plot-in-bhakrota/9800308
bhakrota, bhakrota,2314000.0,1129,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1129-sq-ft-plot-in-bhakrota/9800316
bhakrota, bhakrota,2498000.0,1219,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1219-sq-ft-plot-in-bhakrota/9800325
bhakrota, bhakrota,2572000.0,1255,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1255-sq-ft-plot-in-bhakrota/9800327
bhakrota, bhakrota,2757000.0,1345,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1345-sq-ft-plot-in-bhakrota/9800338
bhakrota, bhakrota,2203000.0,1075,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1075-sq-ft-plot-in-bhakrota/9800313
bhakrota, bhakrota,2240000.0,1093,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1093-sq-ft-plot-in-bhakrota/9800314
bhakrota, bhakrota,2720000.0,1327,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1327-sq-ft-plot-in-bhakrota/9800336
bhakrota, bhakrota,2794000.0,1363,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1363-sq-ft-plot-in-bhakrota/9800339
bhakrota, bhakrota,3458000.0,1687,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1687-sq-ft-plot-in-bhakrota/9800282
bhakrota, bhakrota,3052000.0,1489,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1489-sq-ft-plot-in-bhakrota/9800269
bhakrota, bhakrota,3200000.0,1561,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1561-sq-ft-plot-in-bhakrota/9800274
bhakrota, bhakrota,3015000.0,1471,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1471-sq-ft-plot-in-bhakrota/9800268
bhakrota, bhakrota,2941000.0,1435,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1435-sq-ft-plot-in-bhakrota/9800265
bhakrota, bhakrota,4639000.0,2263,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2263-sq-ft-plot-in-bhakrota/9801789
bhakrota, bhakrota,5303000.0,2587,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2587-sq-ft-plot-in-bhakrota/9801763
bhakrota, bhakrota,5746000.0,2803,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2803-sq-ft-plot-in-bhakrota/9801775
bhakrota, bhakrota,4343000.0,2119,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2119-sq-ft-plot-in-bhakrota/9801780
bhakrota, bhakrota,5487000.0,2677,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2677-sq-ft-plot-in-bhakrota/9801768
bhakrota, bhakrota,5635000.0,2749,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2749-sq-ft-plot-in-bhakrota/9801772
bhakrota, bhakrota,5598000.0,2731,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2731-sq-ft-plot-in-bhakrota/9801771
bhakrota, bhakrota,4676000.0,2281,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2281-sq-ft-plot-in-bhakrota/9801790
bhakrota, bhakrota,4934000.0,2407,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2407-sq-ft-plot-in-bhakrota/9801798
bhakrota, bhakrota,3716000.0,1813,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1813-sq-ft-plot-in-bhakrota/9801815
bhakrota, bhakrota,3679000.0,1795,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1795-sq-ft-plot-in-bhakrota/9801814
bhakrota, bhakrota,3901000.0,1903,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1903-sq-ft-plot-in-bhakrota/9801820
bhakrota, bhakrota,4159000.000000001,2029,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2029-sq-ft-plot-in-bhakrota/9801827
bhakrota, bhakrota,4233000.0,2065,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2065-sq-ft-plot-in-bhakrota/9801829
bhakrota, bhakrota,4085000.0,1993,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1993-sq-ft-plot-in-bhakrota/9801825
bhakrota, bhakrota,2867000.0,1399,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1399-sq-ft-plot-in-bhakrota/9800264
bhakrota, bhakrota,3126000.0,1525,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1525-sq-ft-plot-in-bhakrota/9800272
bhakrota, bhakrota,3089000.0,1507,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1507-sq-ft-plot-in-bhakrota/9800271
bhakrota, bhakrota,3421000.0,1669,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1669-sq-ft-plot-in-bhakrota/9800281
bhakrota, bhakrota,3310000.0,1615,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1615-sq-ft-plot-in-bhakrota/9800277
bhakrota, bhakrota,2351000.0,1147,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1147-sq-ft-plot-in-bhakrota/9800317
bhakrota, bhakrota,2462000.0,1201,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1201-sq-ft-plot-in-bhakrota/9800322
bhakrota, bhakrota,2388000.0,1165,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1165-sq-ft-plot-in-bhakrota/9800320
bhakrota, bhakrota,2535000.0,1237,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1237-sq-ft-plot-in-bhakrota/9800326
bhakrota, bhakrota,3974000.0,1939,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1939-sq-ft-plot-in-bhakrota/9801822
bhakrota, bhakrota,5118000.0,2497,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2497-sq-ft-plot-in-bhakrota/9801757
bhakrota, bhakrota,4380000.0,2137,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2137-sq-ft-plot-in-bhakrota/9801781
bhakrota, bhakrota,4417000.0,2155,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2155-sq-ft-plot-in-bhakrota/9801782
bhakrota, bhakrota,4860000.0,2371,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2371-sq-ft-plot-in-bhakrota/9801796
bhakrota, bhakrota,5340000.0,2605,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2605-sq-ft-plot-in-bhakrota/9801764
bhakrota, bhakrota,4971000.0,2425,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2425-sq-ft-plot-in-bhakrota/9801799
bhakrota, bhakrota,3163000.0,1543,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1543-sq-ft-plot-in-bhakrota/9800273
bhakrota, bhakrota,3272999.9999999995,1597,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1597-sq-ft-plot-in-bhakrota/9800276
bhakrota, bhakrota,3347000.0,1633,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1633-sq-ft-plot-in-bhakrota/9800279
bhakrota, bhakrota,2904000.0,1417,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1417-sq-ft-plot-in-bhakrota/9800266
bhakrota, bhakrota,3495000.0000000005,1705,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1705-sq-ft-plot-in-bhakrota/9800283
bhakrota, bhakrota,3384000.0000000005,1651,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1651-sq-ft-plot-in-bhakrota/9800280
bhakrota, bhakrota,2609000.0,1273,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1273-sq-ft-plot-in-bhakrota/9800329
bhakrota, bhakrota,2425000.0,1183,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1183-sq-ft-plot-in-bhakrota/9800321
bhakrota, bhakrota,2277000.0,1111,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1111-sq-ft-plot-in-bhakrota/9800315
bhakrota, bhakrota,2093000.0,1021,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1021-sq-ft-plot-in-bhakrota/9800202
bhakrota, bhakrota,4786000.0,2335,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2335-sq-ft-plot-in-bhakrota/9801793
bhakrota, bhakrota,4897000.0,2389,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2389-sq-ft-plot-in-bhakrota/9801797
bhakrota, bhakrota,3790000.0,1849,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1849-sq-ft-plot-in-bhakrota/9801817
bhakrota, bhakrota,5155000.0,2515,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2515-sq-ft-plot-in-bhakrota/9801758
bhakrota, bhakrota,5672000.0,2767,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2767-sq-ft-plot-in-bhakrota/9801773
bhakrota, bhakrota,5524000.0,2695,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2695-sq-ft-plot-in-bhakrota/9801769
bhakrota, bhakrota,5081000.0,2479,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2479-sq-ft-plot-in-bhakrota/9801756
bhakrota, bhakrota,4454000.0,2173,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2173-sq-ft-plot-in-bhakrota/9801783
bhakrota, bhakrota,4602000.0,2245,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2245-sq-ft-plot-in-bhakrota/9801787
bhakrota, bhakrota,3642000.0,1777,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1777-sq-ft-plot-in-bhakrota/9801813
bhakrota, bhakrota,4048000.0,1975,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1975-sq-ft-plot-in-bhakrota/9801824
bhakrota, bhakrota,2978000.0,1453,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1453-sq-ft-plot-in-bhakrota/9800267
bhakrota, bhakrota,2165000.0,1057,2048.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1057-sq-ft-plot-in-bhakrota/9800310
bhakrota, bhakrota,5377000.0,2623,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2623-sq-ft-plot-in-bhakrota/9801765
bhakrota, bhakrota,5192000.0,2533,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2533-sq-ft-plot-in-bhakrota/9801759
bhakrota, bhakrota,5229000.0,2551,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2551-sq-ft-plot-in-bhakrota/9801761
bhakrota, bhakrota,5450000.0,2659,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2659-sq-ft-plot-in-bhakrota/9801767
bhakrota, bhakrota,4307000.0,2101,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2101-sq-ft-plot-in-bhakrota/9801779
bhakrota, bhakrota,4428000.0,2209,2004.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2209-sq-ft-plot-in-bhakrota/9801785
bhakrota, bhakrota,4565000.0,2227,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2227-sq-ft-plot-in-bhakrota/9801786
bhakrota, bhakrota,3605000.0,1759,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1759-sq-ft-plot-in-bhakrota/9801812
bhakrota, bhakrota,3753000.0,1831,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1831-sq-ft-plot-in-bhakrota/9801816
bhakrota, bhakrota,3827000.000000001,1867,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1867-sq-ft-plot-in-bhakrota/9801818
bhakrota, bhakrota,3938000.000000001,1921,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-1921-sq-ft-plot-in-bhakrota/9801821
bhakrota, bhakrota,4196000.0,2047,2049.0,east facing,road view,26.8737,75.703586,https://www.squareyards.com/resale-2047-sq-ft-plot-in-bhakrota/9801828
tonk road, tonk road,5200000.0,1350,3851.0,,,,,https://www.squareyards.com/resale-150-sq-yd-plot-in-shreenath-regency/9673755
hardhyanpura, hardhyanpura,5362000.0,1404,3819.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-156-sq-yd-plot-in-hardhyanpura/9842362
hardhyanpura, hardhyanpura,5365000.0,1728,3104.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-192-sq-yd-plot-in-hardhyanpura/9842380
hardhyanpura, hardhyanpura,5368000.0,1926,2787.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-214-sq-yd-plot-in-hardhyanpura/9842391
hardhyanpura, hardhyanpura,5361000.0,1368,3918.0,east facing,garden view,26.8357755,75.5913278,
hardhyanpura, hardhyanpura,5364000.0,1638,3274.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-182-sq-yd-plot-in-hardhyanpura/9842375
hardhyanpura, hardhyanpura,5369000.0,2034,2639.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-226-sq-yd-plot-in-hardhyanpura/9842397
hardhyanpura, hardhyanpura,5368000.0,1944,2761.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-216-sq-yd-plot-in-hardhyanpura/9842392
hardhyanpura, hardhyanpura,5368000.0,1962,2735.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-218-sq-yd-plot-in-hardhyanpura/9842393
hardhyanpura, hardhyanpura,5365000.0,1656,3239.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-184-sq-yd-plot-in-hardhyanpura/9842376
hardhyanpura, hardhyanpura,5378000.0,1962,2741.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-218-sq-yd-plot-in-hardhyanpura/9849783
hardhyanpura, hardhyanpura,5378000.0,1998,2691.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-222-sq-yd-plot-in-hardhyanpura/9849785
hardhyanpura, hardhyanpura,5370000.0,1278,4201.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-142-sq-yd-plot-in-hardhyanpura/9849746
hardhyanpura, hardhyanpura,5377000.0,1890,2844.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-210-sq-yd-plot-in-hardhyanpura/9849779
hardhyanpura, hardhyanpura,5371000.0,1350,3978.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-150-sq-yd-plot-in-hardhyanpura/9849748
hardhyanpura, hardhyanpura,5377000.0,1854,2900.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-206-sq-yd-plot-in-hardhyanpura/9849777
hardhyanpura, hardhyanpura,5374000.0,1584,3392.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-176-sq-yd-plot-in-hardhyanpura/9849762
hardhyanpura, hardhyanpura,5373000.0,1476,3640.0,east facing,garden view,26.8357755,75.5913278,
hardhyanpura, hardhyanpura,5377000.0,1836,2928.0,east facing,garden view,26.8357755,75.5913278,
hardhyanpura, hardhyanpura,5370000.0,1251,4292.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-139-sq-yd-plot-in-hardhyanpura/9849742
hardhyanpura, hardhyanpura,5370000.0,1197,4486.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-133-sq-yd-plot-in-hardhyanpura/9849741
hardhyanpura, hardhyanpura,5375000.0,1692,3176.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-188-sq-yd-plot-in-hardhyanpura/9849768
hardhyanpura, hardhyanpura,5379000.0,2070,2598.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-230-sq-yd-plot-in-hardhyanpura/9849789
hardhyanpura, hardhyanpura,5410000.0,1170,4623.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-130-sq-yd-plot-in-hardhyanpura/9867153
hardhyanpura, hardhyanpura,5416000.0,1800,3008.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-200-sq-yd-plot-in-hardhyanpura/9867453
hardhyanpura, hardhyanpura,5412000.0,1404,3854.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-156-sq-yd-plot-in-hardhyanpura/9867340
hardhyanpura, hardhyanpura,5411000.0,1332,4062.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-148-sq-yd-plot-in-hardhyanpura/9867336
hardhyanpura, hardhyanpura,5412000.0,1458,3711.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-162-sq-yd-plot-in-hardhyanpura/9867343
hardhyanpura, hardhyanpura,5415000.0,1692,3200.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-188-sq-yd-plot-in-hardhyanpura/9867359
hardhyanpura, hardhyanpura,5413000.0,1476,3667.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-164-sq-yd-plot-in-hardhyanpura/9867344
hardhyanpura, hardhyanpura,5416000.0,1764,3070.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-196-sq-yd-plot-in-hardhyanpura/9867363
hardhyanpura, hardhyanpura,5414000.0,1602,3379.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-178-sq-yd-plot-in-hardhyanpura/9867351
hardhyanpura, hardhyanpura,5419000.0,2052,2640.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-228-sq-yd-plot-in-hardhyanpura/9867378
hardhyanpura, hardhyanpura,5419000.0,2106,2573.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-234-sq-yd-plot-in-hardhyanpura/9867382
hardhyanpura, hardhyanpura,5419000.0,2034,2664.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-226-sq-yd-plot-in-hardhyanpura/9867380
tonk road, tonk road,4100000.0,1710,2397.0,,,,,https://www.squareyards.com/resale-190-sq-yd-plot-in-shreenath-regency/9695338
hardhyanpura, hardhyanpura,5365000.0,1674,3204.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-186-sq-yd-plot-in-hardhyanpura/9842377
hardhyanpura, hardhyanpura,5365000.0,1692,3170.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-188-sq-yd-plot-in-hardhyanpura/9842378
hardhyanpura, hardhyanpura,5366000.0,1782,3011.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-198-sq-yd-plot-in-hardhyanpura/9842383
hardhyanpura, hardhyanpura,5366000.0,1800,2981.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-200-sq-yd-plot-in-hardhyanpura/9842384
hardhyanpura, hardhyanpura,5362000.0,1422,3770.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-158-sq-yd-plot-in-hardhyanpura/9842363
hardhyanpura, hardhyanpura,5368000.0,1998,2686.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-222-sq-yd-plot-in-hardhyanpura/9842395
hardhyanpura, hardhyanpura,5363000.0,1494,3589.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-166-sq-yd-plot-in-hardhyanpura/9842365
hardhyanpura, hardhyanpura,5369000.0,2070,2593.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-230-sq-yd-plot-in-hardhyanpura/9842400
hardhyanpura, hardhyanpura,5368000.0,1980,2711.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-220-sq-yd-plot-in-hardhyanpura/9842394
hardhyanpura, hardhyanpura,5362000.0,1440,3723.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-160-sq-yd-plot-in-hardhyanpura/9842366
hardhyanpura, hardhyanpura,5370000.0,1170,4589.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-130-sq-yd-plot-in-hardhyanpura/9849393
hardhyanpura, hardhyanpura,5374000.0,1620,3317.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-180-sq-yd-plot-in-hardhyanpura/9849764
hardhyanpura, hardhyanpura,5371000.0,1314,4087.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-146-sq-yd-plot-in-hardhyanpura/9849745
hardhyanpura, hardhyanpura,5371000.0,1332,4032.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-148-sq-yd-plot-in-hardhyanpura/9849747
hardhyanpura, hardhyanpura,5370000.0,1224,4387.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-136-sq-yd-plot-in-hardhyanpura/9849743
hardhyanpura, hardhyanpura,5377000.0,1872,2872.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-208-sq-yd-plot-in-hardhyanpura/9849778
hardhyanpura, hardhyanpura,5373000.0,1512,3553.0,east facing,garden view,26.8357755,75.5913278,
hardhyanpura, hardhyanpura,5413000.0,1512,3580.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-168-sq-yd-plot-in-hardhyanpura/9867346
hardhyanpura, hardhyanpura,5410000.0,1197,4519.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-133-sq-yd-plot-in-hardhyanpura/9867330
hardhyanpura, hardhyanpura,5410000.0,1224,4419.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-136-sq-yd-plot-in-hardhyanpura/9867331
hardhyanpura, hardhyanpura,5418000.0,1944,2787.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-216-sq-yd-plot-in-hardhyanpura/9867372
hardhyanpura, hardhyanpura,5417000.0,1872,2893.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-208-sq-yd-plot-in-hardhyanpura/9867368
hardhyanpura, hardhyanpura,5413000.0,1548,3496.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-172-sq-yd-plot-in-hardhyanpura/9867348
hardhyanpura, hardhyanpura,5417000.0,1836,2950.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-204-sq-yd-plot-in-hardhyanpura/9867366
hardhyanpura, hardhyanpura,5419000.0,2016,2687.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-224-sq-yd-plot-in-hardhyanpura/9867374
hardhyanpura, hardhyanpura,5418000.0,1980,2736.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-220-sq-yd-plot-in-hardhyanpura/9867375
hardhyanpura, hardhyanpura,5415000.0,1710,3166.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-190-sq-yd-plot-in-hardhyanpura/9867360
hardhyanpura, hardhyanpura,5414000.0,1638,3305.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-182-sq-yd-plot-in-hardhyanpura/9867353
hardhyanpura, hardhyanpura,5415000.0,1656,3269.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-184-sq-yd-plot-in-hardhyanpura/9867354
hardhyanpura, hardhyanpura,5419000.0,2088,2595.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-232-sq-yd-plot-in-hardhyanpura/9867381
hardhyanpura, hardhyanpura,5414000.0,1566,3457.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-174-sq-yd-plot-in-hardhyanpura/9867349
hardhyanpura, hardhyanpura,5417000.0,1908,2839.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-212-sq-yd-plot-in-hardhyanpura/9867370
hardhyanpura, hardhyanpura,5412000.0,1386,3904.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-154-sq-yd-plot-in-hardhyanpura/9867339
hardhyanpura, hardhyanpura,5415000.0,1728,3133.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-192-sq-yd-plot-in-hardhyanpura/9867361
hardhyanpura, hardhyanpura,5414000.0,1620,3341.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-180-sq-yd-plot-in-hardhyanpura/9867352
hardhyanpura, hardhyanpura,5418000.0,1998,2711.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-222-sq-yd-plot-in-hardhyanpura/9867377
hardhyanpura, hardhyanpura,5380000.0,1080,4981.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-120-sq-yd-plot-in-hardhyanpura/9860569
