,property_type,location_area,location,total_price,bhk,bath,covered_parking,open_parking,furnished_status,property_link,builtup_area
839,villa,mansarovar, Mansarovar Extension,11500000.0,3.0,3.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1800-sq-ft-villa-in-monika-villa/9012198,1565.0
840,villa,agra road, Agra Road,2500000.0,2.0,1.0,1.0,,unfurnished,https://www.squareyards.com/resale-2-bhk-50-sq-yd-villa-in-agra-road/8282869,450.0
841,villa,kalwar road, Kalwar Road,2500000.0,2.0,1.0,,1.0,semi-furnished,https://www.squareyards.com/resale-2-bhk-500-sq-ft-villa-in-kalwar-road/9015964,500.0
843,villa,mansarovar, Mansarovar,9860000.0,3.0,4.0,2.0,,furnished,https://www.squareyards.com/resale-3-bhk-study-room-810-sq-ft-villa-in-mansarovar/9136253,810.0
846,villa,gandhi path, Gandhi Path,18500000.0,4.0,3.0,1.0,,furnished,https://www.squareyards.com/resale-4-bhk-111-sq-yd-villa-in-jaipur-property-ndream-ho/9456828,999.0
847,villa,dhawas, Dhawas,17500000.0,4.0,4.0,2.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-133-sq-yd-villa-in-jaipur-property-n-dream-h/8346714,837.9
848,villa,mansarovar, Mansarovar Extension,33100000.0,4.0,5.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-study-room-160-sq-yd-villa-in-jaipur-property-n-dream-h/9110621,1008.0
849,villa,nirman nagar, Nirman Nagar,22500000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-extra-room-117-sq-yd-villa-in-jaipur-property-n-dream-h/8180651,737.1
850,villa,central jaipur, Gurjar Ki Thadi,28500000.0,5.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-5-bhk-pooja-room-155-sq-yd-villa-in-jaipur-property-n-dream-h/9228146,976.5
851,villa,gandhi path, Gandhi Path,15000000.0,3.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-study-room-120-sq-yd-villa-in-apni-zameen-apna-aasman/8291702,756.0
852,villa,mansarovar, Manyawas,21500000.0,6.0,6.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-6-bhk-pooja-room-study-room-166-sq-yd-villa-in-manyawas/8723129,1045.8
853,villa,sodala, Sodala,32500000.0,5.0,5.0,1.0,1.0,furnished,https://www.squareyards.com/resale-5-bhk-pooja-room-study-room-161-sq-yd-villa-in-jaipur-property-n-dream-h/9274406,1014.3
854,villa,jagatpura, Jagatpura,14500000.0,3.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1800-sq-ft-villa-in-porwal-realty/9546924,1800.0
855,villa,central jaipur, P,14500000.0,4.0,4.0,2.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-108-sq-ft-villa-in-porwal-realty/9039459,108.0
856,villa,central jaipur, Tonk Phatak,12500000.0,4.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-86-sq-yd-villa-in-tonk-phatak/8420309,774.0
857,villa,other, Kalwara,28500000.0,6.0,4.0,2.0,,semi-furnished,https://www.squareyards.com/resale-6-bhk-servant-room-373-sq-yd-villa-in-galaxy-enclave-kalwara/8664555,3357.0
858,villa,vaishali nagar, Vaishali Nagar,35500000.0,6.0,6.0,,,furnished,https://www.squareyards.com/resale-6-bhk-pooja-room-120-sq-mt-villa-in-park-vaishali/9183840,1200.0
859,villa,jagatpura, Jagatpura,10000000.0,3.0,2.0,1.0,,furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-100-sq-yd-villa-in-the-nest/8990797,900.0
860,villa,gandhi path, Gandhi Path,23100000.0,5.0,5.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-5-bhk-pooja-room-4850-sq-ft-villa-in-dream-luxury-kothi-gandhi/9199315,4850.0
861,villa,gandhi path, Gandhi Path,40000000.0,4.0,5.0,2.0,2.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-208-sq-yd-villa-in-gandhi-path/8488597,1872.0
862,villa,vaishali nagar, Vaishali Nagar,12500000.0,4.0,3.0,1.0,2.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-100-sq-yd-villa-in-vaishali-nagar/8476072,900.0
863,villa,sirsi road, Sirsi Road,19000000.0,3.0,3.0,3.0,,furnished,https://www.squareyards.com/resale-3-bhk-1637-sq-ft-villa-in-sirsi-road/9206589,1637.0
864,villa,gokulpura, Gokulpura,8000000.0,4.0,4.0,1.0,,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-1800-sq-ft-villa-in-gokulpura/8504538,1800.0
865,villa,kalwar road, Kalwar Road,3600000.0,2.0,2.0,,,semi-furnished,https://www.squareyards.com/resale-2-bhk-630-sq-ft-villa-in-kalwar-road/8717868,630.0
867,villa,shri kishanpura, Shri Kishanpura,5300000.0,3.0,3.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-1600-sq-ft-villa-in-mahal-niwas/8592302,1600.0
868,villa,other, Hathoj,4800000.0,3.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-1700-sq-ft-villa-in-govind-sarover/8463562,1700.0
869,villa,kishorpura, Kishorpura,3400000.0,2.0,2.0,1.0,,semi-furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-servant-room-study-room-1200-sq-ft-villa-in-rr-homes-kishorpura/8762455,1200.0
870,villa,other, Nari Ka Bas,7000000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-2300-sq-ft-villa-in-ansal-sushant-city/8562075,2300.0
871,villa,kalwar road, Kalwar Road,2700000.0,2.0,2.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-servant-room-study-room-extra-room-1300-sq-ft-villa-in-real-greens/8326498,1300.0
873,villa,ajmer road, Ajmer Road,12100000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-140-sq-yd-villa-in-shree-balaji-chamber-and/9091225,1260.0
874,villa,sirsi road, Sirsi Road,7552000.0,3.0,3.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-87-sq-yd-villa-in-sirsi-road/9430890,783.0
875,villa,kalwar road, Kalwar Road,6500000.0,3.0,3.0,1.0,1.0,furnished,https://www.squareyards.com/resale-3-bhk-1800-sq-ft-villa-in-kalwar-road/9029254,1800.0
876,villa,other, Panchyawala,23100000.0,4.0,4.0,2.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-study-room-150-sq-yd-villa-in-rangoli-villa/8807096,1350.0
877,villa,mansarovar, Mansarovar,9710000.0,3.0,4.0,2.0,,furnished,https://www.squareyards.com/resale-3-bhk-study-room-766-sq-ft-villa-in-mansarovar/9136216,766.0
878,villa,vaishali nagar, Vaishali Nagar,14100000.0,4.0,3.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-study-room-116-sq-yd-villa-in-rangoli-villa/8707020,1044.0
879,villa,kalwar road, Kalwar Road,5100000.0,3.0,2.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1500-sq-ft-villa-in-ansals-sushant-city-i-spanish-villa/8501365,1500.0
880,villa,mansarovar, Mohanpura,9600000.0,3.0,3.0,,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1042-sq-ft-villa-in-ravi-kiran-vihar/8673247,1198.0
881,villa,govindpura, Gov,5051000.0,3.5,4.0,,1.0,semi-furnished,https://www.squareyards.com/resale-3-5-bhk-pooja-room-1745-sq-ft-villa-in-govindpura/9086613,1745.0
882,villa,gandhi path, Gandhi Path,14500000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-study-room-139-sq-yd-villa-in-narayan-prime-villa/8485365,1251.0
883,villa,ajmer road, Ajmer Road,16500000.0,4.0,5.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-2450-sq-ft-villa-in-manglam-anantara-the-villas/8190307,2130.0
884,villa,ajmer road, Ajmer Road,6063000.0,3.0,3.0,1.0,,unfurnished,https://www.squareyards.com/resale-3-bhk-71-sq-mt-villa-in-ajmer-road/9437323,710.0
885,villa,vaishali nagar, Vaishali Nagar,19500000.0,4.0,4.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-3100-sq-ft-villa-in-dream-villa-bhuvneshwar-v/9192215,3100.0
886,villa,mansarovar, Mansarovar,9600000.0,3.0,4.0,3.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-extra-room-761-sq-ft-villa-in-mansarovar/8861035,761.0
887,villa,sirsi road, Sirsi Road,9490000.0,3.0,3.0,1.0,1.0,furnished,https://www.squareyards.com/resale-3-bhk-2150-sq-ft-villa-in-anandam-villa-radha-vihar/9187757,2150.0
888,villa,kalwar road, Kalwar Road,12500000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-2600-sq-ft-villa-in-kalwar-road/8702081,2600.0
889,villa,sanganer, Sanganer,9500000.0,4.0,2.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-80-sq-yd-villa-in-amrit-nagar/8417051,720.0
890,villa,ajmer road, Ajmer Road,6500000.0,3.0,3.0,1.0,1.0,unfurnished,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-villa-in-ganesh-nagar/8993557,1500.0
891,villa,mansarovar, Patrakar Colony,5400000.0,2.0,2.0,1.0,,unfurnished,https://www.squareyards.com/resale-2-bhk-45-sq-yd-villa-in-patrakar-colony/8598644,405.0
892,villa,kalwar road, Kalwar Road,10000000.0,3.5,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-5-bhk-pooja-room-140-sq-yd-villa-in-kanhaiya-kunj-kalwar/8483840,882.0
893,villa,govindpura, Gov,5100000.0,4.0,3.0,,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-1350-sq-ft-villa-in-radhey-vihar-govindpura/9083104,1350.0
895,villa,kalwar road, Kalwar Road,5000000.0,3.0,2.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-villa-in-kalwar-road/9029052,1500.0
896,villa,kalwar road, Kalwar Road,5511000.0,3.0,3.0,2.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-extra-room-1405-sq-ft-villa-in-ansal-sushant-city-ii/9481604,1405.0
897,villa,mansarovar, Mansarovar Extension,12100000.0,3.0,4.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1850-sq-ft-villa-in-mansarovar-extension/8859355,1850.0
898,villa,sirsi road, Sirsi Road,12100000.0,3.0,3.0,1.0,1.0,furnished,https://www.squareyards.com/resale-3-bhk-2150-sq-ft-villa-in-dream-villa-janak-vihar-n/9256489,2150.0
899,villa,gandhi path, Gandhi Path,9900000.0,3.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1800-sq-ft-villa-in-gandhi-path/8540832,1565.0
900,villa,vaishali nagar, Vaishali Nagar,10000000.0,3.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1600-sq-ft-villa-in-vaishali-nagar/8781057,1600.0
901,villa,mansarovar, Mansarovar,7000000.0,3.0,3.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1600-sq-ft-villa-in-mansarovar/8359622,1391.0
902,villa,mansarovar, Mansarovar,9718000.0,3.0,4.0,2.0,,furnished,https://www.squareyards.com/resale-3-bhk-study-room-767-sq-ft-villa-in-mansarovar/9136204,767.0
903,villa,sodala, Sodala,23500000.0,4.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-130-sq-ft-villa-in-sodala/8333813,130.0
904,villa,central jaipur, Tonk Phatak,21500000.0,4.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-133-sq-ft-villa-in-tonk-phatak/8468818,133.0
905,villa,central jaipur, Model Town,15000000.0,3.0,3.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-extra-room-2000-sq-ft-villa-in-porwal-realty/9274278,2000.0
906,villa,jagatpura, Jagatpura,6300000.0,3.0,3.0,2.0,1.0,furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-650-sq-ft-villa-in-porwal-realty/9008276,650.0
908,villa,dhawas, Dhawas,24100000.0,4.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-138-sq-yd-villa-in-jaipur-property-ndream-ho/9485881,869.4
909,villa,vaishali nagar, Vaishali Nagar,35100000.0,4.0,5.0,2.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-study-room-166-sq-yd-villa-in-jaipur-property-n-dream-h/9148519,1045.8
911,villa,nirman nagar, Nirman Nagar,31100000.0,4.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-study-room-145-sq-yd-villa-in-jaipur-property-n-dream-h/9078635,913.5
912,villa,mansarovar, Mansarovar Extension,16500000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-106-sq-yd-villa-in-apne-zameen-apna-aasman/9326176,667.8
914,villa,sodala, Sodala,32100000.0,5.0,6.0,1.0,1.0,furnished,https://www.squareyards.com/resale-5-bhk-pooja-room-study-room-4200-sq-ft-villa-in-jaipur-property-n-dream-h/9227999,4200.0
915,villa,sirsi road, Sirsi Road,17000000.0,3.0,3.0,3.0,,furnished,https://www.squareyards.com/resale-3-bhk-1878-sq-ft-villa-in-sirsi-road/9206658,1878.0
916,villa,other, Narayan Vihar,9700000.0,3.0,3.0,3.0,,furnished,https://www.squareyards.com/resale-3-bhk-2200-sq-ft-villa-in-narayan-vihar/9333256,2200.0
917,villa,gandhi path, Gandhi Path,11500000.0,3.0,3.0,,2.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-1900-sq-ft-villa-in-gandhi-path/8685868,1900.0
918,villa,sirsi road, Sirsi Road,18000000.0,3.0,3.0,3.0,,furnished,https://www.squareyards.com/resale-3-bhk-1555-sq-ft-villa-in-sirsi-road/9206551,1555.0
919,villa,jagatpura, Jagatpura,10300000.0,3.0,3.0,1.0,1.0,furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-93-sq-yd-villa-in-raj-laxmi-enclave-8th/9220414,837.0
920,villa,kalwar road, Kalwar Road,6500000.0,3.0,4.0,,,semi-furnished,https://www.squareyards.com/resale-3-bhk-900-sq-ft-villa-in-kalwar-road/8326278,900.0
921,villa,vaishali nagar, Vaishali Nagar,37100000.0,4.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-144-sq-yd-villa-in-vaishali-nagar/8867026,1296.0
922,villa,sirsi road, Sirsi Road,9000000.0,3.0,4.0,,,semi-furnished,https://www.squareyards.com/resale-3-bhk-106-sq-yd-villa-in-sirsi-road/9100783,954.0
923,villa,ajmer road, Jaipur Ajmer Express Highway,3700000.0,2.0,2.0,,1.0,semi-furnished,https://www.squareyards.com/resale-2-bhk-80-sq-yd-villa-in-jaipur-ajmer-express-highway/8959055,720.0
924,villa,chitrakoot, Chitrakoot,35000000.0,4.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-144-sq-yd-villa-in-chitrakoot/9479085,907.2
925,villa,mansarovar, Mansarovar,9750000.0,3.0,4.0,2.0,,furnished,https://www.squareyards.com/resale-3-bhk-study-room-762-sq-ft-villa-in-mansarovar/9135586,762.0
926,villa,mansarovar, Mansarovar,9778000.0,3.0,4.0,2.0,,furnished,https://www.squareyards.com/resale-3-bhk-study-room-769-sq-ft-villa-in-mansarovar/9136228,769.0
927,villa,sirsi road, Sirsi Road,7552000.0,3.0,3.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-94-sq-yd-villa-in-sirsi-road/9430896,846.0
928,villa,kalwar road, Kalwar Road,5500000.0,3.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-97-sq-yd-villa-in-kalwar-road/8781170,759.0
929,villa,ajmer road, Ajmer Road,3700000.0,2.0,2.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-92-sq-yd-villa-in-shree-balaji-chamber-and/9090766,828.0
930,villa,other, Kardhani,15500000.0,4.0,3.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-144-sq-yd-villa-in-kardhani/8516547,907.2
931,villa,govindpura, Gov,7450000.0,4.0,4.0,1.0,1.0,unfurnished,https://www.squareyards.com/resale-4-bhk-pooja-room-1775-sq-ft-villa-in-govindpura-kalwar-road/9081328,1775.0
933,villa,ajmer road, Ajmer Road,6850000.0,3.0,3.0,1.0,,unfurnished,https://www.squareyards.com/resale-3-bhk-80-sq-mt-villa-in-ajmer-road/9437282,800.0
934,villa,kalwar road, Kalwar Road,4800000.0,3.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-study-room-1400-sq-ft-villa-in-kalwar-road/8595209,1400.0
936,villa,ajmer road, Ajmer Road,9900000.0,4.0,3.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-study-room-2250-sq-ft-villa-in-dream-villa-bhakhrota/9196320,2250.0
937,villa,vaishali nagar, Vaishali Nagar,33100000.0,5.0,6.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-5-bhk-pooja-room-4811-sq-ft-villa-in-anandam-luxury-kothi-near/9192621,4811.0
938,villa,kalwar road, Kalwar Road,5514000.0,3.0,3.0,2.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-extra-room-1405-sq-ft-villa-in-ansal-sushant-city-ii/9481607,1405.0
939,villa,sanganer, New Sanganer Road,21100000.0,4.0,4.0,1.0,,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-2800-sq-ft-villa-in-new-sanganer-road/8364980,2800.0
940,villa,mansarovar, Mansarovar Extension,9600000.0,3.0,3.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-1800-sq-ft-villa-in-mansarovar-extension/8594366,1800.0
941,villa,jhotwara, Jhotwara,17000000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-133-sq-yd-villa-in-jhotwara/8517178,837.9
944,villa,mansarovar, Mansarovar Extension,25100000.0,4.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-study-room-130-sq-yd-villa-in-jaipur-property-n-dream-h/9110635,819.0
946,villa,dhawas, Dhawas,17500000.0,4.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-study-room-111-sq-yd-villa-in-jaipur-property-n-dream-h/8999056,999.0
947,villa,mansarovar, Mansarovar Extension,33100000.0,4.0,5.0,2.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-study-room-166-sq-yd-villa-in-jaipur-property-n-dream-h/9113543,1045.8
952,villa,ajmer road, Ajmer Road,16500000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-extra-room-2450-sq-ft-villa-in-manglam-anantara-the-villas/8389164,2450.0
953,villa,vaishali nagar, Vaishali Nagar,27100000.0,4.0,3.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-166-sq-yd-villa-in-vaishali-nagar/8472475,1494.0
954,villa,jagatpura, Jagatpura,18500000.0,4.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-121-sq-yd-villa-in-porwal-realty/9469762,1089.0
956,villa,mansarovar, Mansarovar Extension,16500000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-2600-sq-ft-villa-in-jaipur-property-ndream-ho/9479081,2600.0
957,villa,kishorpura, Kishorpura,4700000.0,5.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-5-bhk-pooja-room-servant-room-study-room-extra-room-1800-sq-ft-villa-in-vrb-the-platinum/8254593,1800.0
958,villa,kalwar road, Kalwar Road,9500000.0,4.0,4.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-2500-sq-ft-villa-in-real-greens/8472987,2500.0
959,villa,other, Machwa,6300000.0,3.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-1530-sq-ft-villa-in-kedia-aravali/8778829,1530.0
960,villa,kishorpura, Kishorpura,4800000.0,3.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-1800-sq-ft-villa-in-rr-homes-kishorpura/8242047,1800.0
962,villa,shri kishanpura, Shri Kishanpura,4700000.0,3.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-2100-sq-ft-villa-in-kamla-nagar/8203947,2100.0
963,villa,other, Hathoj,4600000.0,3.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-1700-sq-ft-villa-in-riyasat-tarang/8244211,1700.0
964,villa,jagatpura, Jagatpura,12100000.0,4.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-extra-room-100-sq-yd-villa-in-major-sankalp-colony-vill/9120938,900.0
965,villa,ajmer road, Jaipur Ajmer Express Highway,5600000.0,3.0,2.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-100-sq-yd-villa-in-jaipur-ajmer-express-highway/9057174,900.0
966,villa,govindpura, Gov,8400000.0,4.0,3.0,,,semi-furnished,https://www.squareyards.com/resale-4-bhk-105-sq-yd-villa-in-govindpura/9100800,945.0
967,villa,sirsi road, Sirsi Road,19500000.0,3.0,3.0,3.0,,furnished,https://www.squareyards.com/resale-3-bhk-1696-sq-ft-villa-in-sirsi-road/9298372,1696.0
968,villa,sirsi road, Sirsi Road,19500000.0,3.0,3.0,3.0,,furnished,https://www.squareyards.com/resale-3-bhk-1739-sq-ft-villa-in-sirsi-road/9298377,1739.0
969,villa,ajmer road, Ajmer Road,12100000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-130-sq-yd-villa-in-shree-balaji-chamber-and/9091275,1170.0
971,villa,sirsi road, Sirsi Road,7552000.0,3.0,3.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-100-sq-yd-villa-in-sirsi-road/9430902,900.0
972,villa,kalwar road, Kalwar Road,3000000.0,2.0,2.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-2-bhk-750-sq-ft-villa-in-kalwar-road/9033487,750.0
973,villa,pratap nagar, Tonk Road,18000000.0,4.0,3.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-120-sq-ft-villa-in-mahima-sansaar/9090788,120.0
974,villa,mansarovar, Mansarovar,9705000.0,3.0,4.0,2.0,,furnished,https://www.squareyards.com/resale-3-bhk-study-room-766-sq-ft-villa-in-mansarovar/9136214,766.0
975,villa,kalwar road, Kalwar Road,5800000.0,3.0,3.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-80-sq-yd-villa-in-kalwar-road/8483420,504.0
976,villa,ajmer road, Ajmer Road,3700000.0,2.0,2.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-88-sq-yd-villa-in-shree-balaji-chamber-and/9090735,792.0
977,villa,other, Kardhani,18500000.0,4.0,4.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-144-sq-yd-villa-in-kardhani/8516631,907.2
978,villa,sirsi road, Sirsi Road,7552000.0,3.0,3.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-96-sq-yd-villa-in-sirsi-road/9430898,864.0
979,villa,govindpura, Gov,6800000.0,3.0,3.0,,,semi-furnished,https://www.squareyards.com/resale-3-bhk-1450-sq-ft-villa-in-govindpura-kalwar-road/8915363,1450.0
980,villa,sirsi road, Sirsi Road,9501000.0,3.0,3.0,1.0,1.0,furnished,https://www.squareyards.com/resale-3-bhk-2121-sq-ft-villa-in-dream-villa-radha-vihar/9187773,2121.0
981,villa,kalwar road, Kalwar Road,6200000.0,3.0,3.0,1.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1700-sq-ft-villa-in-kalwar-road/8642498,1700.0
982,villa,ajmer road, Ajmer Road,6074000.0,3.0,3.0,1.0,,unfurnished,https://www.squareyards.com/resale-3-bhk-71-sq-mt-villa-in-ajmer-road/9437324,710.0
983,villa,ajmer road, Ajmer Road,6556000.0,3.0,3.0,1.0,,unfurnished,https://www.squareyards.com/resale-3-bhk-76-sq-mt-villa-in-ajmer-road/9437273,760.0
985,villa,ajmer road, Ajmer Road,9500000.0,3.5,3.0,1.0,1.0,furnished,https://www.squareyards.com/resale-3-5-bhk-study-room-2210-sq-ft-villa-in-dream-villa-bhakhrota/9196260,2210.0
986,villa,mansarovar, Patrakar Colony,22500000.0,3.0,3.0,1.0,1.0,unfurnished,https://www.squareyards.com/resale-3-bhk-80-sq-yd-villa-in-patrakar-colony/8967258,720.0
987,villa,kalwar road, Kalwar Road,5500000.0,3.0,3.0,2.0,,semi-furnished,https://www.squareyards.com/resale-3-bhk-extra-room-1415-sq-ft-villa-in-ansal-sushant-city-ii/9481620,1415.0
988,villa,kalwar road, Kalwar Road,6000000.0,3.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-1800-sq-ft-villa-in-kalwar-road/8156283,1800.0
989,villa,jhotwara, Jhotwara,16000000.0,4.0,4.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-117-sq-yd-villa-in-jhotwara/8517207,737.1
990,villa,gandhi path, Gandhi Path,18500000.0,4.0,3.0,1.0,,furnished,https://www.squareyards.com/resale-4-bhk-1240-sq-ft-villa-in-gandhi-path/9456788,1240.0
991,villa,vaishali nagar, Lalarpura,12500000.0,3.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-107-sq-yd-villa-in-jaipur-property-n-dream-h/9032285,674.1
992,villa,mansarovar, Mansarovar Extension,22500000.0,5.0,5.0,2.0,1.0,semi-furnished,https://www.squareyards.com/resale-5-bhk-servant-room-study-room-138-sq-yd-villa-in-apni-zameen-apna-aasman/8978507,869.4
994,villa,gandhi path, Gandhi Path,18500000.0,4.0,3.0,1.0,,furnished,https://www.squareyards.com/resale-4-bhk-1255-sq-ft-villa-in-gandhi-path/9456805,1255.0
995,villa,mansarovar, Mansarovar Extension,18500000.0,4.0,5.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-135-sq-yd-villa-in-mansarovar-extension/8816956,850.5
996,villa,chitrakoot, Chitrakoot,24100000.0,4.0,5.0,1.0,1.0,furnished,https://www.squareyards.com/resale-4-bhk-pooja-room-study-room-138-sq-yd-villa-in-chitrakoot/9107019,869.4
998,villa,sanganer, Dadu Dayal Nagar,16500000.0,4.0,4.0,1.0,1.0,semi-furnished,https://www.squareyards.com/resale-4-bhk-2600-sq-ft-villa-in-apne-zameen-apna-aasman/9473409,2600.0
