,property_type,location_area,location,total_price,bhk,bath,covered_parking,open_parking,furnished_status,property_link,builtup_area
819,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4340000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-934-sq-ft-builder-floor-in-gurjar-ki-thadi/9793318,934.0
820,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4940000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-994-sq-ft-builder-floor-in-gurjar-ki-thadi/9793325,994.0
821,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4650000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-965-sq-ft-builder-floor-in-gurjar-ki-thadi/9793334,965.0
822,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4660000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-966-sq-ft-builder-floor-in-gurjar-ki-thadi/9793339,966.0
823,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4370000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-937-sq-ft-builder-floor-in-gurjar-ki-thadi/9793344,937.0
824,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4470000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-947-sq-ft-builder-floor-in-gurjar-ki-thadi/9793345,947.0
825,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4260000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-926-sq-ft-builder-floor-in-gurjar-ki-thadi/9793351,926.0
826,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4360000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-936-sq-ft-builder-floor-in-gurjar-ki-thadi/9793352,936.0
827,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4830000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-983-sq-ft-builder-floor-in-gurjar-ki-thadi/9793313,983.0
828,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4350000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-935-sq-ft-builder-floor-in-gurjar-ki-thadi/9793330,935.0
829,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4040000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-904-sq-ft-builder-floor-in-gurjar-ki-thadi/9793315,904.0
830,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4450000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-945-sq-ft-builder-floor-in-gurjar-ki-thadi/9793332,945.0
831,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4540000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-954-sq-ft-builder-floor-in-gurjar-ki-thadi/9793320,954.0
832,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4050000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-905-sq-ft-builder-floor-in-gurjar-ki-thadi/9793326,905.0
833,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4600000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-960-sq-ft-builder-floor-in-gurjar-ki-thadi/9793279,960.0
834,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4010000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-901-sq-ft-builder-floor-in-gurjar-ki-thadi/9793285,901.0
835,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4100000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-910-sq-ft-builder-floor-in-gurjar-ki-thadi/9793274,910.0
836,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4500000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-950-sq-ft-builder-floor-in-gurjar-ki-thadi/9793280,950.0
837,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4030000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-903-sq-ft-builder-floor-in-gurjar-ki-thadi/9793305,903.0
838,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4120000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-912-sq-ft-builder-floor-in-gurjar-ki-thadi/9793296,912.0
839,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4130000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-913-sq-ft-builder-floor-in-gurjar-ki-thadi/9793306,913.0
840,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4220000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-922-sq-ft-builder-floor-in-gurjar-ki-thadi/9793297,922.0
841,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4250000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-925-sq-ft-builder-floor-in-gurjar-ki-thadi/9793328,925.0
842,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4550000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-955-sq-ft-builder-floor-in-gurjar-ki-thadi/9793333,955.0
843,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4960000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-996-sq-ft-builder-floor-in-gurjar-ki-thadi/9793340,996.0
844,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4850000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-985-sq-ft-builder-floor-in-gurjar-ki-thadi/9793335,985.0
845,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4530000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-953-sq-ft-builder-floor-in-gurjar-ki-thadi/9793310,953.0
846,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4510000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-951-sq-ft-builder-floor-in-gurjar-ki-thadi/9793290,951.0
847,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4240000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-924-sq-ft-builder-floor-in-gurjar-ki-thadi/9793317,924.0
848,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4630000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-963-sq-ft-builder-floor-in-gurjar-ki-thadi/9793311,963.0
849,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4440000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-944-sq-ft-builder-floor-in-gurjar-ki-thadi/9793319,944.0
850,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4740000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-974-sq-ft-builder-floor-in-gurjar-ki-thadi/9793323,974.0
851,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4210000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-921-sq-ft-builder-floor-in-gurjar-ki-thadi/9793287,921.0
852,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4730000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-973-sq-ft-builder-floor-in-gurjar-ki-thadi/9793312,973.0
853,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4070000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-907-sq-ft-builder-floor-in-gurjar-ki-thadi/9793341,907.0
854,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4640000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-964-sq-ft-builder-floor-in-gurjar-ki-thadi/9793322,964.0
855,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4610000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-961-sq-ft-builder-floor-in-gurjar-ki-thadi/9793291,961.0
856,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4800000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-980-sq-ft-builder-floor-in-gurjar-ki-thadi/9793283,980.0
857,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4820000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-982-sq-ft-builder-floor-in-gurjar-ki-thadi/9793303,982.0
858,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4320000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-932-sq-ft-builder-floor-in-gurjar-ki-thadi/9793298,932.0
859,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4460000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-946-sq-ft-builder-floor-in-gurjar-ki-thadi/9793355,946.0
860,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4860000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-986-sq-ft-builder-floor-in-gurjar-ki-thadi/9793358,986.0
861,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4900000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-990-sq-ft-builder-floor-in-gurjar-ki-thadi/9793284,990.0
862,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4520000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-952-sq-ft-builder-floor-in-gurjar-ki-thadi/9793300,952.0
863,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4920000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-992-sq-ft-builder-floor-in-gurjar-ki-thadi/9793304,992.0
864,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4140000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-914-sq-ft-builder-floor-in-gurjar-ki-thadi/9793316,914.0
865,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4840000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-984-sq-ft-builder-floor-in-gurjar-ki-thadi/9793324,984.0
866,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4000000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-900-sq-ft-builder-floor-in-gurjar-ki-thadi/9793030,900.0
867,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4720000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-972-sq-ft-builder-floor-in-gurjar-ki-thadi/9793302,972.0
868,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4710000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-971-sq-ft-builder-floor-in-gurjar-ki-thadi/9793292,971.0
869,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4560000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-956-sq-ft-builder-floor-in-gurjar-ki-thadi/9793338,956.0
870,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4270000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-927-sq-ft-builder-floor-in-gurjar-ki-thadi/9793343,927.0
871,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4170000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-917-sq-ft-builder-floor-in-gurjar-ki-thadi/9793359,917.0
872,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4080000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-908-sq-ft-builder-floor-in-gurjar-ki-thadi/9793404,908.0
873,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4770000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-977-sq-ft-builder-floor-in-gurjar-ki-thadi/9793362,977.0
874,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4300000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-930-sq-ft-builder-floor-in-gurjar-ki-thadi/9793277,930.0
875,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4810000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-981-sq-ft-builder-floor-in-gurjar-ki-thadi/9793293,981.0
876,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4020000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-902-sq-ft-builder-floor-in-gurjar-ki-thadi/9793295,902.0
877,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4110000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-911-sq-ft-builder-floor-in-gurjar-ki-thadi/9793286,911.0
878,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4760000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-976-sq-ft-builder-floor-in-gurjar-ki-thadi/9793357,976.0
879,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4310000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-931-sq-ft-builder-floor-in-gurjar-ki-thadi/9793288,931.0
880,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4930000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-993-sq-ft-builder-floor-in-gurjar-ki-thadi/9793314,993.0
881,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4950000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-995-sq-ft-builder-floor-in-gurjar-ki-thadi/9793336,995.0
882,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4570000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-957-sq-ft-builder-floor-in-gurjar-ki-thadi/9793346,957.0
883,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4870000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-997-sq-ft-builder-floor-in-gurjar-ki-thadi/9793005,997.0
884,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4330000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-933-sq-ft-builder-floor-in-gurjar-ki-thadi/9793308,933.0
885,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4430000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-943-sq-ft-builder-floor-in-gurjar-ki-thadi/9793309,943.0
886,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4910000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-991-sq-ft-builder-floor-in-gurjar-ki-thadi/9793294,991.0
887,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4060000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-906-sq-ft-builder-floor-in-gurjar-ki-thadi/9793337,906.0
888,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4750000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-975-sq-ft-builder-floor-in-gurjar-ki-thadi/9793349,975.0
889,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4160000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-916-sq-ft-builder-floor-in-gurjar-ki-thadi/9793350,916.0
890,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4200000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-920-sq-ft-builder-floor-in-gurjar-ki-thadi/9793275,920.0
891,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4420000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-942-sq-ft-builder-floor-in-gurjar-ki-thadi/9793299,942.0
892,builder floor,gurjar ki thadi, Gurjar Ki Thadi,4150000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-915-sq-ft-builder-floor-in-gurjar-ki-thadi/9793327,915.0
893,builder floor,anand nagar, Anand Nagar,2598000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-437-sq-ft-builder-floor-in-anand-nagar/9703440,437.0
894,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3850000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-950-sq-ft-builder-floor-in-gurjar-ki-thadi/9660476,950.0
895,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3857000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-957-sq-ft-builder-floor-in-gurjar-ki-thadi/9660435,957.0
896,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3828000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-928-sq-ft-builder-floor-in-gurjar-ki-thadi/9660441,928.0
897,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3868000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-968-sq-ft-builder-floor-in-gurjar-ki-thadi/9660446,968.0
898,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3849000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-949-sq-ft-builder-floor-in-gurjar-ki-thadi/9660452,949.0
899,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3808000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-908-sq-ft-builder-floor-in-gurjar-ki-thadi/9660463,908.0
900,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3807000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-907-sq-ft-builder-floor-in-gurjar-ki-thadi/9660430,907.0
901,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3860000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-960-sq-ft-builder-floor-in-gurjar-ki-thadi/9660458,960.0
902,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3839000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-939-sq-ft-builder-floor-in-gurjar-ki-thadi/9660451,939.0
903,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3817000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-917-sq-ft-builder-floor-in-gurjar-ki-thadi/9660431,917.0
904,builder floor,anand nagar, Anand Nagar,2798000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-500-sq-ft-builder-floor-in-anand-nagar/9703446,500.0
905,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3847000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-947-sq-ft-builder-floor-in-gurjar-ki-thadi/9660434,947.0
906,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3869000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-969-sq-ft-builder-floor-in-gurjar-ki-thadi/9660453,969.0
907,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3887000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-987-sq-ft-builder-floor-in-gurjar-ki-thadi/9660438,987.0
908,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3890000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-990-sq-ft-builder-floor-in-gurjar-ki-thadi/9660481,990.0
909,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3820000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-920-sq-ft-builder-floor-in-gurjar-ki-thadi/9660429,920.0
910,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3829000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-929-sq-ft-builder-floor-in-gurjar-ki-thadi/9660450,929.0
911,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3858000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-958-sq-ft-builder-floor-in-gurjar-ki-thadi/9660444,958.0
912,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3912000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1000-sq-ft-builder-floor-in-gurjar-ki-thadi/9660461,1000.0
913,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3819000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-919-sq-ft-builder-floor-in-gurjar-ki-thadi/9660466,919.0
914,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3838000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-938-sq-ft-builder-floor-in-gurjar-ki-thadi/9660442,938.0
915,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3898000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-998-sq-ft-builder-floor-in-gurjar-ki-thadi/9660449,998.0
916,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3889000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-989-sq-ft-builder-floor-in-gurjar-ki-thadi/9660473,989.0
917,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3878000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-978-sq-ft-builder-floor-in-gurjar-ki-thadi/9660447,978.0
918,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3859000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-959-sq-ft-builder-floor-in-gurjar-ki-thadi/9660470,959.0
919,builder floor,anand nagar, Anand Nagar,2800000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-534-sq-ft-builder-floor-in-anand-nagar/9703448,534.0
920,builder floor,anand nagar, Anand Nagar,2845000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-547-sq-ft-builder-floor-in-anand-nagar/9703449,547.0
921,builder floor,anand nagar, Anand Nagar,2637000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-457-sq-ft-builder-floor-in-anand-nagar/9703442,457.0
922,builder floor,anand nagar, Anand Nagar,2600000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-447-sq-ft-builder-floor-in-anand-nagar/9703441,447.0
923,builder floor,anand nagar, Anand Nagar,2700000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-477-sq-ft-builder-floor-in-anand-nagar/9703444,477.0
924,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3879000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-979-sq-ft-builder-floor-in-gurjar-ki-thadi/9660472,979.0
925,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3880000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-980-sq-ft-builder-floor-in-gurjar-ki-thadi/9660460,980.0
926,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3877000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-977-sq-ft-builder-floor-in-gurjar-ki-thadi/9660437,977.0
927,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3818000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-918-sq-ft-builder-floor-in-gurjar-ki-thadi/9660440,918.0
928,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3899000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-999-sq-ft-builder-floor-in-gurjar-ki-thadi/9660454,999.0
929,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3810000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-910-sq-ft-builder-floor-in-gurjar-ki-thadi/9660455,910.0
930,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3897000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-997-sq-ft-builder-floor-in-gurjar-ki-thadi/9660439,997.0
931,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3809000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-909-sq-ft-builder-floor-in-gurjar-ki-thadi/9660448,909.0
932,builder floor,anand nagar, Anand Nagar,2685000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-468-sq-ft-builder-floor-in-anand-nagar/9703443,468.0
933,builder floor,anand nagar, Anand Nagar,2745000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-485-sq-ft-builder-floor-in-anand-nagar/9703445,485.0
934,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3867000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-967-sq-ft-builder-floor-in-gurjar-ki-thadi/9660436,967.0
935,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3837000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-937-sq-ft-builder-floor-in-gurjar-ki-thadi/9660433,937.0
936,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3830000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-930-sq-ft-builder-floor-in-gurjar-ki-thadi/9660456,930.0
937,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3888000.000000001,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-988-sq-ft-builder-floor-in-gurjar-ki-thadi/9660465,988.0
938,builder floor,gurjar ki thadi, Gurjar Ki Thadi,3848000.0,2.0,2.0,,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-948-sq-ft-builder-floor-in-gurjar-ki-thadi/9660443,948.0
