,location_area,property_location,total_price,area_sqft,outside_view,property_link
3948,jagatpura, jagatpura,8155000.0,2097.0,road view,https://www.squareyards.com/resale-233-sq-yd-plot-in-open-plot-30/8433462
3949,diggi road, diggi malpura road,2690000.0,1971.0,road view,https://www.squareyards.com/resale-219-sq-yd-plot-in-diggi-malpura-road/9407924
3950,diggi road, diggi malpura road,2488000.0,1044.0,road view,https://www.squareyards.com/resale-116-sq-yd-plot-in-diggi-malpura-road/9489747
3951,diggi road, diggi malpura road,2574000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-diggi-malpura-road/9489791
3952,diggi road, diggi malpura road,2960000.0,1242.0,road view,https://www.squareyards.com/resale-138-sq-yd-plot-in-diggi-malpura-road/9489859
3953,diggi road, diggi malpura road,3710000.0,1557.0,road view,https://www.squareyards.com/resale-173-sq-yd-plot-in-diggi-malpura-road/9522848
3954,diggi road, diggi malpura road,2030000.0,1017.0,road view,https://www.squareyards.com/resale-113-sq-yd-plot-in-diggi-malpura-road/9378457
3955,diggi road, diggi malpura road,1980000.0,972.0,road view,https://www.squareyards.com/resale-108-sq-yd-plot-in-diggi-malpura-road/9378473
3956,diggi road, diggi malpura road,2070000.0,1044.0,road view,https://www.squareyards.com/resale-116-sq-yd-plot-in-diggi-malpura-road/9378447
3958,diggi road, diggi malpura road,3217000.0,1350.0,road view,https://www.squareyards.com/resale-150-sq-yd-plot-in-diggi-malpura-road/9522809
3959,diggi road, diggi malpura road,2874000.0,1206.0,road view,https://www.squareyards.com/resale-134-sq-yd-plot-in-diggi-malpura-road/9522624
3960,diggi road, diggi malpura road,2180000.0,2106.0,road view,https://www.squareyards.com/resale-234-sq-yd-plot-in-diggi-malpura-road/9398486
3961,diggi road, diggi malpura road,2210000.0,2133.0,road view,https://www.squareyards.com/resale-237-sq-yd-plot-in-diggi-malpura-road/9398505
3962,diggi road, diggi malpura road,3646000.0,1530.0,road view,https://www.squareyards.com/resale-170-sq-yd-plot-in-diggi-malpura-road/9522842
3963,diggi road, diggi malpura road,3453000.0,1449.0,road view,https://www.squareyards.com/resale-161-sq-yd-plot-in-diggi-malpura-road/9522823
3964,diggi road, diggi malpura road,2170000.0,2025.0,road view,https://www.squareyards.com/resale-225-sq-yd-plot-in-diggi-malpura-road/9398480
3965,diggi road, diggi malpura road,2300000.0,2169.0,road view,https://www.squareyards.com/resale-241-sq-yd-plot-in-diggi-malpura-road/9398510
3966,diggi road, diggi malpura road,3582000.0,1503.0,road view,https://www.squareyards.com/resale-167-sq-yd-plot-in-diggi-malpura-road/9522835
3967,diggi road, diggi malpura road,2640000.0,1926.0,road view,https://www.squareyards.com/resale-214-sq-yd-plot-in-diggi-malpura-road/9407950
3968,other, pahadiya road,2600000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-eco-park/9105110
3969,tonk road, tonk road,2650000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-serenity-residency/9070429
3970,ajmer road, jaipur ajmer express highway,3000000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-elite-park/9458141
3971,vatika/vatika road, vatika,3400000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-the-riyasat-elegance/9171464
3972,tonk road, tonk road,2600000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-nirvava/9086622
3973,other, pahadiya road,2600000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-basera/9195626
3974,bhakrota, bhakrota,6000000.0,1800.0,road view,https://www.squareyards.com/resale-200-sq-yd-plot-in-riyasat-krishnam-residency/9195878
3975,ajmer road, ajmer road,2300000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-dream-world-city/9093437
3976,tonk road, tonk road,2600000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-pride/9089349
3977,jaisinghpura, jais,2750000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-happy-kunj/9245996
3978,kalwar road, kalwar road,10900000.0,1647.0,road view,https://www.squareyards.com/resale-183-sq-yd-plot-in-kalwar-road/9196035
3979,kalwar road, kalwar road,2100000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-kalwar-road/9210564
3981,jagatpura, jagatpura,21000000.0,2700.0,road view,https://www.squareyards.com/resale-300-sq-yd-plot-in-006-open-plot-my/8392288
3983,shivdaspura, shivdaspura,3000000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-langdi-residency/8973345
3984,sanganer, sanganer,3219000.0,2150.0,garden view,https://www.squareyards.com/resale-2150-sq-ft-plot-in-riyasat-vatika-residency/9472236
3985,pratap nagar, pratap nagar,4400000.0,486.0,road view,https://www.squareyards.com/resale-54-sq-yd-plot-in-an-enclave-001/8203133
3986,agra road, agra road,3600000.0,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-the-delight-residency/9226043
3987,jagatpura, jagatpura,6400000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-jagatpura/9225594
3988,mansarovar, mansarovar extension,4852000.0,810.0,,https://www.squareyards.com/resale-90-sq-yd-plot-in-mansarovar-extension/9025503
3989,other, manohariyawala,9000000.0,1944.0,garden view,https://www.squareyards.com/resale-216-sq-yd-plot-in-gokul-the-ring-avenue/8875517
3990,other, sitarampura,3300000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-riyasat-the-ring-residency/8880740
3991,tonk road, tonk road,4700000.0,1197.0,road view,https://www.squareyards.com/resale-133-sq-yd-plot-in-008-open-plot-cd/8392303
3992,ajmer road, jaipur ajmer express highway,1045000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-suryansh-city-1st/8882920
3993,diggi road, diggi malpura road,800000.0,99.0,road view,https://www.squareyards.com/resale-11-sq-yd-plot-in-diggi-malpura-road/9168386
3994,jhai, jhai,6025000.0,1161.0,road view,https://www.squareyards.com/resale-129-sq-yd-plot-in-jhai/9457305
3995,jhai, jhai,3900000.0,945.0,garden view,https://www.squareyards.com/resale-105-sq-yd-plot-in-jhai/9498638
3996,jhai, jhai,3752000.000000001,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-jhai/9498619
3997,jhai, jhai,4042000.0,963.0,garden view,https://www.squareyards.com/resale-107-sq-yd-plot-in-jhai/9498656
3998,jhai, jhai,4112000.0,972.0,garden view,https://www.squareyards.com/resale-108-sq-yd-plot-in-jhai/9498789
3999,jhai, jhai,3673000.0,891.0,garden view,https://www.squareyards.com/resale-99-sq-yd-plot-in-jhai/9403455
4000,jhai, jhai,6048000.0,1161.0,road view,https://www.squareyards.com/resale-129-sq-yd-plot-in-jhai/9457307
4001,jhai, jhai,4433000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-jhai/9457595
4002,jhai, jhai,3730000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-jhai/9498617
4003,jhai, jhai,5002000.0,1215.0,road view,https://www.squareyards.com/resale-135-sq-yd-plot-in-jhai/9523125
4004,jhai, jhai,5145000.0,1251.0,road view,https://www.squareyards.com/resale-139-sq-yd-plot-in-jhai/9523365
4005,jhai, jhai,4561000.0,1107.0,garden view,https://www.squareyards.com/resale-123-sq-yd-plot-in-jhai/9403481
4006,jhai, jhai,3100000.0,864.0,road view,https://www.squareyards.com/resale-96-sq-yd-plot-in-jhai/9457308
4007,jhai, jhai,3134000.0,864.0,road view,https://www.squareyards.com/resale-96-sq-yd-plot-in-jhai/9457312
4009,jhai, jhai,6568000.000000001,1593.0,garden view,https://www.squareyards.com/resale-177-sq-yd-plot-in-jhai/9403513
4010,jhai, jhai,3912000.0,945.0,garden view,https://www.squareyards.com/resale-105-sq-yd-plot-in-jhai/9498640
4011,jhai, jhai,4705000.0,1143.0,road view,https://www.squareyards.com/resale-127-sq-yd-plot-in-jhai/9523092
4012,jhai, jhai,4573000.0,1107.0,garden view,https://www.squareyards.com/resale-123-sq-yd-plot-in-jhai/9403483
4013,jhai, jhai,4344000.0,1044.0,garden view,https://www.squareyards.com/resale-116-sq-yd-plot-in-jhai/9498803
4014,jhai, jhai,6597000.0,1602.0,garden view,https://www.squareyards.com/resale-178-sq-yd-plot-in-jhai/9403520
4015,jhai, jhai,3723000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-jhai/9403464
4016,jhai, jhai,6642000.0,1611.0,garden view,https://www.squareyards.com/resale-179-sq-yd-plot-in-jhai/9403529
4017,jhai, jhai,6647000.0,1611.0,garden view,https://www.squareyards.com/resale-179-sq-yd-plot-in-jhai/9403530
4018,jhai, jhai,4462000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-jhai/9457301
4019,jhai, jhai,3791000.0,918.0,garden view,https://www.squareyards.com/resale-102-sq-yd-plot-in-jhai/9403474
4020,jhai, jhai,3564000.0,963.0,road view,https://www.squareyards.com/resale-107-sq-yd-plot-in-jhai/9457336
4021,jhai, jhai,3679000.0,891.0,garden view,https://www.squareyards.com/resale-99-sq-yd-plot-in-jhai/9403456
4022,jhai, jhai,5953000.0,1449.0,garden view,https://www.squareyards.com/resale-161-sq-yd-plot-in-jhai/9403488
4023,mohanpura, mohanpura,33500000.0,6660.0,garden view,https://www.squareyards.com/resale-740-sq-yd-plot-in-mohanpura/9471498
4024,jhai, jhai,6659000.0,1611.0,garden view,https://www.squareyards.com/resale-179-sq-yd-plot-in-jhai/9403533
4026,jhai, jhai,3895000.000000001,945.0,garden view,https://www.squareyards.com/resale-105-sq-yd-plot-in-jhai/9498637
4027,jhai, jhai,3965000.0,954.0,garden view,https://www.squareyards.com/resale-106-sq-yd-plot-in-jhai/9498645
4028,jhai, jhai,4564000.0,1107.0,road view,https://www.squareyards.com/resale-123-sq-yd-plot-in-jhai/9523078
4029,jhai, jhai,4568000.0,1107.0,road view,https://www.squareyards.com/resale-123-sq-yd-plot-in-jhai/9523079
4030,jhai, jhai,6653000.0,1611.0,garden view,https://www.squareyards.com/resale-179-sq-yd-plot-in-jhai/9403531
4031,jhai, jhai,6550000.0,1593.0,garden view,https://www.squareyards.com/resale-177-sq-yd-plot-in-jhai/9403510
4032,jhai, jhai,4982000.0,1206.0,garden view,https://www.squareyards.com/resale-134-sq-yd-plot-in-jhai/9498809
4033,jhai, jhai,4069000.0,990.0,road view,https://www.squareyards.com/resale-110-sq-yd-plot-in-jhai/9523376
4034,jhai, jhai,4089000.0,990.0,road view,https://www.squareyards.com/resale-110-sq-yd-plot-in-jhai/9523381
4035,jhai, jhai,4175000.0,1017.0,road view,https://www.squareyards.com/resale-113-sq-yd-plot-in-jhai/9523382
4036,jhai, jhai,4360000.0,1062.0,road view,https://www.squareyards.com/resale-118-sq-yd-plot-in-jhai/9523405
4037,jhai, jhai,4365000.0,1062.0,road view,https://www.squareyards.com/resale-118-sq-yd-plot-in-jhai/9523406
4038,jhai, jhai,4380000.0,1062.0,road view,https://www.squareyards.com/resale-118-sq-yd-plot-in-jhai/9523409
4040,jhai, jhai,1042000.0,675.0,road view,https://www.squareyards.com/resale-75-sq-yd-plot-in-jhai/9456749
4041,mohanpura, mohanpura,9624000.0,2700.0,garden view,https://www.squareyards.com/resale-300-sq-yd-plot-in-mohanpura/9471322
4042,mohanpura, mohanpura,9632000.0,2700.0,garden view,https://www.squareyards.com/resale-300-sq-yd-plot-in-mohanpura/9471323
4043,mohanpura, mohanpura,8012000.0,2250.0,garden view,https://www.squareyards.com/resale-250-sq-yd-plot-in-mohanpura/9471326
4047,mohanpura, mohanpura,13600000.000000002,3825.0,garden view,https://www.squareyards.com/resale-425-sq-yd-plot-in-mohanpura/9471465
4048,ajmer road, ajmer road,2500000.0,9234.0,garden view,https://www.squareyards.com/resale-1026-sq-yd-plot-in-gokul-kriopa/9126538
4049,kalwara, kalwara,2100000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-mahindra-world-city-jaipu/8708630
4050,kalwara, kalwara,2104000.0,1008.0,,https://www.squareyards.com/resale-112-sq-yd-plot-in-kalwara/9341752
4051,ajmer road, ajmer road,2500000.0,9000.0,garden view,https://www.squareyards.com/resale-1000-sq-yd-plot-in-gokul-kriopa/9126499
4052,ajmer road, ajmer road,2500000.0,9810.0,garden view,https://www.squareyards.com/resale-1090-sq-yd-plot-in-gokul-kriopa/9126523
4053,ajmer road, ajmer road,2500000.0,9432.0,garden view,https://www.squareyards.com/resale-1048-sq-yd-plot-in-gokul-kriopa/9126525
4054,ajmer road, ajmer road,2100000.0,9630.0,road view,https://www.squareyards.com/resale-1070-sq-yd-plot-in-gokul-kriopa/9126616
4055,ajmer road, ajmer road,2500000.0,9720.0,garden view,https://www.squareyards.com/resale-1080-sq-yd-plot-in-gokul-kriopa/9126521
4057,other, nayla,6408000.0,1602.0,road view,https://www.squareyards.com/resale-178-sq-yd-plot-in-nayla/9289665
4059,kalwar road, kalwar road,7909999.999999999,1224.0,road view,https://www.squareyards.com/resale-136-sq-yd-plot-in-kalwar-road/9512893
4060,hardhyanpura, hardhyanpura,5158000.0,2052.0,garden view,https://www.squareyards.com/resale-228-sq-yd-plot-in-hardhyanpura/9526234
4061,hardhyanpura, hardhyanpura,5208000.0,1440.0,road view,https://www.squareyards.com/resale-160-sq-yd-plot-in-indu-bala-properties-slog/9452542
4062,jagatpura, jagatpura,8450000.0,1170.0,road view,https://www.squareyards.com/resale-130-sq-yd-plot-in-open-plot-31/8433469
4063,other, prithvis,3000000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-gokul-kripa-royal-green-city/8994325
4064,tonk road, tonk road,2700000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-nirvana/9528009
4065,vatika/vatika road, vatika,2300000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vatika/8776319
4066,tonk road, tonk road,6314000.0,1242.0,road view,https://www.squareyards.com/resale-138-sq-yd-plot-in-bank-officers-colony/9225546
4067,other, prithvis,3289000.0,990.0,road view,https://www.squareyards.com/resale-110-sq-yd-plot-in-imperial-galaxy/9242100
4068,tonk road, sachivalaya nagar,4600000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-riyasat-govindam-homes/9200875
4070,shivdaspura, shivdaspura,4274000.0,963.0,road view,https://www.squareyards.com/resale-107-sq-yd-plot-in-highfly-the-greater-jagatpura/8796462
4071,tonk road, tonk road,11200000.000000002,2250.0,garden view,https://www.squareyards.com/resale-250-sq-yd-plot-in-ayodhya-nagri/8797980
4072,ajmer road, mahapura,5544000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-govind-aashray/8798056
4073,other, prithvis,3290000.0,990.0,garden view,https://www.squareyards.com/resale-110-sq-yd-plot-in-imperial-galaxy/9348453
4074,vaishali nagar, ekta nagar,3500000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-sangam-vaishali-extension/8715599
4075,sodala, sodala,11800000.0,1062.0,,https://www.squareyards.com/resale-118-sq-yd-plot-in-sodala/9262411
4076,ajmer road, ajmer road,8562000.0,400.0,garden view,https://www.squareyards.com/resale-400-sq-ft-plot-in-ajmer-road/9291213
4077,sirsi road, sirsi road,8200000.0,3123.0,,https://www.squareyards.com/resale-347-sq-yd-plot-in-sirsi-road/9365463
4078,kalwara, kalwara,1574000.0,891.0,,https://www.squareyards.com/resale-99-sq-yd-plot-in-sez-ashry/8381266
4091,gandhi path, gandhi path,3500000.0,477.0,garden view,https://www.squareyards.com/resale-53-sq-yd-plot-in-manglams-vaishali-estate/9214253
4100,bhakrota, bhakrota,7384999.999999999,1899.0,,https://www.squareyards.com/resale-211-sq-yd-plot-in-manglam-shri-krishna-van/9131332
4105,jagatpura, jagatpura,370000000.0,26500.0,,https://www.squareyards.com/resale-2650-sq-mt-plot-in-gurupragya-jagatpura-heights/8972870
4106,ajmer road, ajmer road,2895000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9073021
4108,mansarovar, patrakar colony,7400000.0,1233.0,,https://www.squareyards.com/resale-137-sq-yd-plot-in-patrakar-colony/9025517
4110,ajmer road, ajmer road,2553000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-a-class-star-city/9454295
4111,ajmer road, ajmer road,2553000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-global-city/9454290
4118,central jaipur, railway colony,9520000.0,2196.0,road view,https://www.squareyards.com/resale-244-sq-yd-plot-in-manglam-vaishali-tower-ii/9155708
4121,ajmer road, ajmer road,1443000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-ajmer-road/8305320
4122,other, sitarampura,3400000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-sitarampura-extension/8989878
4123,shivdaspura, shivdaspura,3400000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-town/9395684
4124,other, basri jogiyan,3000000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-eco-park/8808600
4125,vaishali nagar, vaishali nagar,21700000.0,1953.0,road view,https://www.squareyards.com/resale-217-sq-yd-plot-in-vaishali-nagar/9344989
4126,vaishali nagar, vidhyut nagar,26100000.0,2061.0,road view,https://www.squareyards.com/resale-229-sq-yd-plot-in-vidhyut-nagar/9354831
4145,sikar road, sikar road,2750000.0,1242.0,garden view,https://www.squareyards.com/resale-138-sq-yd-plot-in-yeah-anclev/9261442
4146,ajmer road, ajmer road,2500000.0,1242.0,,https://www.squareyards.com/resale-138-sq-yd-plot-in-unique-enclave/8225879
4147,tonk road, tonk road,2100000.0,1611.0,garden view,https://www.squareyards.com/resale-179-sq-yd-plot-in-shri-ram-kunj/8633803
4148,sirsi road, sirsi road,2750000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-praid/8972851
4149,agra road, agra road,2800000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-alankar/9096615
4150,jagatpura, jagatpura,5500000.0,1080.0,garden view,https://www.squareyards.com/resale-120-sq-yd-plot-in-mahal-residency/8408727
4151,ajmer road, mahapura,5630000.0,2277.0,water view,https://www.squareyards.com/resale-253-sq-yd-plot-in-sankalp/9164460
4152,ajmer road, ajmer road,1650000.0,1098.0,water view,https://www.squareyards.com/resale-122-sq-yd-plot-in-gokul-enclave/9160033
4153,jagatpura, jagatpura,4250000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-shri-dham/9251421
4154,sikar road, sikar road,2450000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-golden-city/9070987
