,property_type,location_area,location,total_price,price_sqft,bhk,bath,covered_parking,open_parking,pooja_room,servant_room,study_room,extra_rooms,furnished_status,lat,long_,property_link,builtup_area
1023, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3831000.0,4114.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-931-sq-ft-builder-floor-in-gurjar-ki-thadi/9659735,931.0
1024, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3853000.0,4043.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-953-sq-ft-builder-floor-in-gurjar-ki-thadi/9659754,953.0
1025, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3805000.0,4204.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-905-sq-ft-builder-floor-in-gurjar-ki-thadi/9659767,905.0
1026, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3884000.000000001,3947.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-984-sq-ft-builder-floor-in-gurjar-ki-thadi/9659765,984.0
1027, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3804000.0,4207.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-904-sq-ft-builder-floor-in-gurjar-ki-thadi/9659760,904.0
1028, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3891000.0,3926.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-991-sq-ft-builder-floor-in-gurjar-ki-thadi/9659741,991.0
1029, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3812000.0,4179.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-912-sq-ft-builder-floor-in-gurjar-ki-thadi/9659785,912.0
1030, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5370000.0,5731.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-937-sq-ft-builder-floor-in-gurjar-ki-thadi/9711582,937.0
1031, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5850000.0,5939.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-985-sq-ft-builder-floor-in-gurjar-ki-thadi/9711567,985.0
1032, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5140000.0,5623.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-914-sq-ft-builder-floor-in-gurjar-ki-thadi/9711551,914.0
1033, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5840000.0,5934.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-984-sq-ft-builder-floor-in-gurjar-ki-thadi/9711558,984.0
1034, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5110000.0,5609.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-911-sq-ft-builder-floor-in-gurjar-ki-thadi/9711515,911.0
1035, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5310000.0,5703.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-931-sq-ft-builder-floor-in-gurjar-ki-thadi/9711522,931.0
1036, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3895000.000000001,3914.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-995-sq-ft-builder-floor-in-gurjar-ki-thadi/9659847,995.0
1037, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3816000.0,4165.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-916-sq-ft-builder-floor-in-gurjar-ki-thadi/9659860,916.0
1038, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3821000.0,4148.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-921-sq-ft-builder-floor-in-gurjar-ki-thadi/9659778,921.0
1039, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3806000.0,4200.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-906-sq-ft-builder-floor-in-gurjar-ki-thadi/9659773,906.0
1040, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3866000.0,4002.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-966-sq-ft-builder-floor-in-gurjar-ki-thadi/9659774,966.0
1041, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5830000.0,5930.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-983-sq-ft-builder-floor-in-gurjar-ki-thadi/9711549,983.0
1042, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5340000.0,5717.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-934-sq-ft-builder-floor-in-gurjar-ki-thadi/9711553,934.0
1043, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5730000.0,5889.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-973-sq-ft-builder-floor-in-gurjar-ki-thadi/9711548,973.0
1044, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5060000.0,5584.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-906-sq-ft-builder-floor-in-gurjar-ki-thadi/9711569,906.0
1045, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5570000.0,5820.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-957-sq-ft-builder-floor-in-gurjar-ki-thadi/9711584,957.0
1046, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5670000.0,5863.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-967-sq-ft-builder-floor-in-gurjar-ki-thadi/9711585,967.0
1047, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5230000.0,5666.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-923-sq-ft-builder-floor-in-gurjar-ki-thadi/9711542,923.0
1048, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5910000.0,5963.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-991-sq-ft-builder-floor-in-gurjar-ki-thadi/9711529,991.0
1049, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3855000.0,3994.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-965-sq-ft-builder-floor-in-gurjar-ki-thadi/9659828,965.0
1050, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5970000.0,5987.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-997-sq-ft-builder-floor-in-gurjar-ki-thadi/9711588,997.0
1051, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5810000.0,5922.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-981-sq-ft-builder-floor-in-gurjar-ki-thadi/9711528,981.0
1052, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5710000.0,5880.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-971-sq-ft-builder-floor-in-gurjar-ki-thadi/9711527,971.0
1053, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3882000.0,3953.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-982-sq-ft-builder-floor-in-gurjar-ki-thadi/9659788,982.0
1054, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3815000.0,4169.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-915-sq-ft-builder-floor-in-gurjar-ki-thadi/9659768,915.0
1055, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3854000.0,4039.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-954-sq-ft-builder-floor-in-gurjar-ki-thadi/9659762,954.0
1056, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3844000.0,4072.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-944-sq-ft-builder-floor-in-gurjar-ki-thadi/9659818,944.0
1057, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3836000.0,4098.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-936-sq-ft-builder-floor-in-gurjar-ki-thadi/9659863,936.0
1058, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3864000.0,4008.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-964-sq-ft-builder-floor-in-gurjar-ki-thadi/9659763,964.0
1059, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3851000.0,4049.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-951-sq-ft-builder-floor-in-gurjar-ki-thadi/9659737,951.0
1060, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3881000.0,3956.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-981-sq-ft-builder-floor-in-gurjar-ki-thadi/9659739,981.0
1061, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5620000.0,5841.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-962-sq-ft-builder-floor-in-gurjar-ki-thadi/9711535,962.0
1062, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5950000.0,5979.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-995-sq-ft-builder-floor-in-gurjar-ki-thadi/9711568,995.0
1063, Builder Floor ,mansarovar, Mansarovar,9927000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1805-sq-ft-builder-floor-in-mansarovar/9790877,1805.0
1064, Builder Floor ,mansarovar, Mansarovar,11100000.000000002,5476.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-2027-sq-ft-builder-floor-in-mansarovar/9790924,2027.0
1065, Builder Floor ,mansarovar, Mansarovar,10700000.0,5464.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1958-sq-ft-builder-floor-in-mansarovar/9790914,1958.0
1066, Builder Floor ,mansarovar, Mansarovar,8437000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1534-sq-ft-builder-floor-in-mansarovar/9790835,1534.0
1067, Builder Floor ,mansarovar, Mansarovar,8948000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1627-sq-ft-builder-floor-in-mansarovar/9790856,1627.0
1068, Builder Floor ,mansarovar, Mansarovar,8618000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1567-sq-ft-builder-floor-in-mansarovar/9790843,1567.0
1069, Builder Floor ,mansarovar, Mansarovar,11100000.000000002,5451.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-2036-sq-ft-builder-floor-in-mansarovar/9790926,2036.0
1070, Builder Floor ,mansarovar, Mansarovar,9757000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1774-sq-ft-builder-floor-in-mansarovar/9790872,1774.0
1071, Builder Floor ,mansarovar, Mansarovar,9878000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1796-sq-ft-builder-floor-in-mansarovar/9790873,1796.0
1072, Builder Floor ,mansarovar, Mansarovar,11399999.999999998,5467.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-2085-sq-ft-builder-floor-in-mansarovar/9790928,2085.0
1073, Builder Floor ,mansarovar, Mansarovar,8800000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1600-sq-ft-builder-floor-in-mansarovar/9790850,1600.0
1074, Builder Floor ,mansarovar, Mansarovar,9047000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1645-sq-ft-builder-floor-in-mansarovar/9790858,1645.0
1075, Builder Floor ,mansarovar, Mansarovar,9487000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1725-sq-ft-builder-floor-in-mansarovar/9790866,1725.0
1076, Builder Floor ,mansarovar, Mansarovar,10000000.0,5476.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1826-sq-ft-builder-floor-in-mansarovar/9790878,1826.0
1077, Builder Floor ,mansarovar, Mansarovar,10300000.0,5469.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1883-sq-ft-builder-floor-in-mansarovar/9790904,1883.0
1078, Builder Floor ,mansarovar, Mansarovar,10700000.0,5495.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1947-sq-ft-builder-floor-in-mansarovar/9790911,1947.0
1079, Builder Floor ,mansarovar, Mansarovar,10800000.0,5487.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1968-sq-ft-builder-floor-in-mansarovar/9790915,1968.0
1080, Builder Floor ,mansarovar, Mansarovar,10500000.0,5497.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1910-sq-ft-builder-floor-in-mansarovar/9790906,1910.0
1081, Builder Floor ,mansarovar, Mansarovar,9608000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1747-sq-ft-builder-floor-in-mansarovar/9790869,1747.0
1082, Builder Floor ,mansarovar, Mansarovar,9267000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1685-sq-ft-builder-floor-in-mansarovar/9790862,1685.0
1083, Builder Floor ,mansarovar, Mansarovar,9669000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1758-sq-ft-builder-floor-in-mansarovar/9790870,1758.0
1084, Builder Floor ,mansarovar, Mansarovar,10300000.0,5496.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1874-sq-ft-builder-floor-in-mansarovar/9790901,1874.0
1085, Builder Floor ,mansarovar, Mansarovar,9548000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1736-sq-ft-builder-floor-in-mansarovar/9790868,1736.0
1086, Builder Floor ,mansarovar, Mansarovar,10200000.0,5463.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1867-sq-ft-builder-floor-in-mansarovar/9790897,1867.0
1087, Builder Floor ,mansarovar, Mansarovar,10100000.0,5498.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1837-sq-ft-builder-floor-in-mansarovar/9790879,1837.0
1088, Builder Floor ,mansarovar, Mansarovar,11299999.999999998,5474.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-2064-sq-ft-builder-floor-in-mansarovar/9790931,2064.0
1089, Builder Floor ,mansarovar, Mansarovar,9212000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1675-sq-ft-builder-floor-in-mansarovar/9790861,1675.0
1090, Builder Floor ,mansarovar, Mansarovar,11000000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-2000-sq-ft-builder-floor-in-mansarovar/9790918,2000.0
1091, Builder Floor ,mansarovar, Mansarovar,10900000.0,5491.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1985-sq-ft-builder-floor-in-mansarovar/9790920,1985.0
1092, Builder Floor ,girdharipura, Girdharipura,11000000.0,5472.0,3,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8937932,75.718867,https://www.squareyards.com/resale-3-bhk-2010-sq-ft-builder-floor-in-girdharipura/9786687,2010.0
1093, Builder Floor ,mansarovar, Mansarovar,10100000.0,5474.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1845-sq-ft-builder-floor-in-mansarovar/9790880,1845.0
1094, Builder Floor ,mansarovar, Mansarovar,9427000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1714-sq-ft-builder-floor-in-mansarovar/9790865,1714.0
1095, Builder Floor ,mansarovar, Mansarovar,9328000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1696-sq-ft-builder-floor-in-mansarovar/9790863,1696.0
1096, Builder Floor ,mansarovar, Mansarovar,8398000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1527-sq-ft-builder-floor-in-mansarovar/9790832,1527.0
1097, Builder Floor ,mansarovar, Mansarovar,8706000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1583-sq-ft-builder-floor-in-mansarovar/9790848,1583.0
1098, Builder Floor ,mansarovar, Mansarovar,8662000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1575-sq-ft-builder-floor-in-mansarovar/9790845,1575.0
1099, Builder Floor ,mansarovar, Mansarovar,8992000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1635-sq-ft-builder-floor-in-mansarovar/9790857,1635.0
1100, Builder Floor ,mansarovar, Mansarovar,9113000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1657-sq-ft-builder-floor-in-mansarovar/9790859,1657.0
1101, Builder Floor ,mansarovar, Mansarovar,9350000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1700-sq-ft-builder-floor-in-mansarovar/9790864,1700.0
1102, Builder Floor ,mansarovar, Mansarovar,10200000.0,5492.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1857-sq-ft-builder-floor-in-mansarovar/9790882,1857.0
1103, Builder Floor ,mansarovar, Mansarovar,9817000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1785-sq-ft-builder-floor-in-mansarovar/9790874,1785.0
1104, Builder Floor ,mansarovar, Mansarovar,9729000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1769-sq-ft-builder-floor-in-mansarovar/9790871,1769.0
1105, Builder Floor ,mansarovar, Mansarovar,10500000.0,5448.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1927-sq-ft-builder-floor-in-mansarovar/9790908,1927.0
1106, Builder Floor ,mansarovar, Mansarovar,10800000.0,5471.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1974-sq-ft-builder-floor-in-mansarovar/9790917,1974.0
1107, Builder Floor ,mansarovar, Mansarovar,11100000.000000002,5497.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-2019-sq-ft-builder-floor-in-mansarovar/9790923,2019.0
1108, Builder Floor ,mansarovar, Mansarovar,8331999.999999999,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1515-sq-ft-builder-floor-in-mansarovar/9790830,1515.0
1109, Builder Floor ,mansarovar, Mansarovar,8569000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1558-sq-ft-builder-floor-in-mansarovar/9790841,1558.0
1110, Builder Floor ,mansarovar, Mansarovar,8508000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1547-sq-ft-builder-floor-in-mansarovar/9790838,1547.0
1111, Builder Floor ,mansarovar, Mansarovar,8893000.0,5499.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1617-sq-ft-builder-floor-in-mansarovar/9790854,1617.0
1112, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4000000.0,4188.0,2,2.0,1.0,1.0,0,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-955-sq-ft-builder-floor-in-gurjar-ki-thadi/9792728,955.0
1113, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5210000.0,5656.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,,921.0
1114, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,5130000.0,5618.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,,913.0
1115, Builder Floor ,gokulpura, Gokulpura,8920000.0,5000.0,3,2.0,1.0,1.0,1,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-3-bhk-pooja-room-1784-sq-ft-builder-floor-in-gokulpura/9859706,1784.0
1116, Builder Floor ,gokulpura, Gokulpura,9280000.0,5000.0,3,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-3-bhk-1856-sq-ft-builder-floor-in-gokulpura/9859713,1856.0
1117, Builder Floor ,gokulpura, Gokulpura,9600000.0,5000.0,3,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-3-bhk-1920-sq-ft-builder-floor-in-gokulpura/9859725,1920.0
1118, Builder Floor ,gokulpura, Gokulpura,5680000.0,5000.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-2-bhk-1136-sq-ft-builder-floor-in-gokulpura/9858725,1136.0
1119, Builder Floor ,gokulpura, Gokulpura,5235000.0,5000.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-2-bhk-1047-sq-ft-builder-floor-in-gokulpura/9858698,1047.0
1120, Builder Floor ,gokulpura, Gokulpura,6845000.0,5000.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-2-bhk-1369-sq-ft-builder-floor-in-gokulpura/9858804,1369.0
1121, Builder Floor ,gokulpura, Gokulpura,6240000.0,5000.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-2-bhk-1248-sq-ft-builder-floor-in-gokulpura/9858753,1248.0
1122, Builder Floor ,gokulpura, Gokulpura,6470000.0,5000.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-2-bhk-1294-sq-ft-builder-floor-in-gokulpura/9858774,1294.0
1123, Builder Floor ,gokulpura, Gokulpura,7870000.0,5000.0,3,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-3-bhk-1574-sq-ft-builder-floor-in-gokulpura/9859677,1574.0
1124, Builder Floor ,gokulpura, Gokulpura,7630000.0,5000.0,3,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,27.5788016,75.182116,https://www.squareyards.com/resale-3-bhk-1526-sq-ft-builder-floor-in-gokulpura/9859672,1526.0
